Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-14406,Application response time extremely slow for multiple users,Software,John Wick,John Wick,Matrix,Service C,Closed,Low,Low,Low,Low,2025-06-05T19:59:12.000000,2025-06-05T21:59:12.000000,2025-06-07T06:59:12.000000,0,0,Thursday,1,2.0,33.0,35.0,0,2025-23
CR-14407,High CPU usage on database server impacting performance,Facilities,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-06-05T11:02:11.000000,2025-06-05T18:02:11.000000,2025-06-05T20:02:11.000000,0,3,Thursday,1,7.0,2.0,9.0,0,2025-23
CR-14408,Network outage in specific office floor,Network,Neo,Neo,Matrix,Service B,New,Medium,Low,Low,Low,2025-06-05T02:28:17.000000,,,0,0,Thursday,1,,,,0,2025-23
CR-14409,VoIP phone not registering with call manager,Network,John Wick,John Wick,Matrix,Service C,Closed,Low,Critical,High,High,2025-06-05T06:35:38.000000,2025-06-05T10:35:38.000000,2025-06-05T18:35:38.000000,1,4,Thursday,0,4.0,8.0,12.0,1,2025-23
CR-14410,Incorrect permissions on shared folder causing access denied,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,On Hold,Medium,High,Medium,High,2025-06-05T21:43:24.000000,,,0,2,Thursday,1,,,,0,2025-23
CR-14411,Network printer not visible in device list,Facilities,Loki,Loki,Avengers,Service A,Closed,Low,High,High,Low,2025-06-05T12:30:56.000000,2025-06-05T20:30:56.000000,2025-06-06T17:30:56.000000,0,3,Thursday,1,8.0,21.0,29.0,1,2025-23
CR-14412,External website not reachable from corporate network,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Low,2025-06-05T00:13:19.000000,2025-06-05T02:13:19.000000,2025-06-06T14:13:19.000000,0,2,Thursday,1,2.0,36.0,38.0,1,2025-23
CR-14413,Data export from system failing with error,Failure,Neo,Neo,Matrix,Service B,Closed,Medium,High,High,High,2025-06-05T08:48:24.000000,2025-06-05T16:48:24.000000,2025-06-06T03:48:24.000000,0,2,Thursday,1,8.0,11.0,19.0,1,2025-23
CR-14414,User not receiving password reset email,Failure,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Low,2025-06-05T11:55:47.000000,2025-06-05T18:55:47.000000,2025-06-06T09:55:47.000000,0,1,Thursday,1,7.0,15.0,22.0,0,2025-23
CR-14415,Incorrect display of currency values in front-end,Software,Neo,Neo,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-06-05T06:31:05.000000,2025-06-05T10:31:05.000000,2025-06-06T04:31:05.000000,0,1,Thursday,1,4.0,18.0,22.0,0,2025-23
CR-14416,Application response time extremely slow for multiple users,Network,Thor,Thor,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-06-05T04:57:14.000000,2025-06-05T11:57:14.000000,2025-06-06T11:57:14.000000,0,3,Thursday,1,7.0,24.0,31.0,1,2025-23
CR-14417,Corrupted email attachments received internally,Software,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,High,Medium,2025-06-05T15:26:57.000000,2025-06-05T23:26:57.000000,2025-06-06T05:26:57.000000,0,3,Thursday,1,8.0,6.0,14.0,0,2025-23
CR-14418,Unexpected reboot of application server,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-06-05T01:42:48.000000,2025-06-05T08:42:48.000000,2025-06-05T16:42:48.000000,0,4,Thursday,1,7.0,8.0,15.0,1,2025-23
CR-14419,External website not reachable from corporate network,Facilities,Hulk,Hulk,Avengers,Service C,In Progress,High,Critical,High,High,2025-06-05T17:25:22.000000,2025-06-05T19:25:22.000000,,0,5,Thursday,1,2.0,,,0,2025-23
CR-14420,Unauthorized login attempt alert for admin account,Network,Batman,Batman,Matrix,Service B,New,High,Medium,Medium,Medium,2025-06-05T14:09:05.000000,,,0,2,Thursday,1,,,,0,2025-23
CR-14421,Multi-factor authentication code not delivered to user,Network,Thor,Thor,Avengers,Service B,Closed,High,Low,Low,Low,2025-06-05T11:42:17.000000,2025-06-05T19:42:17.000000,2025-06-07T17:42:17.000000,0,0,Thursday,1,8.0,46.0,54.0,0,2025-23
CR-14422,Data export from system failing with error,Access,John Cena,John Cena,Matrix,Service B,In Progress,Low,Medium,Medium,Low,2025-06-05T11:27:56.000000,2025-06-05T13:27:56.000000,,0,1,Thursday,1,2.0,,,0,2025-23
CR-14423,Intermittent connectivity issues to file server,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,New,Medium,Medium,Medium,Medium,2025-06-05T22:04:10.000000,,,0,2,Thursday,1,,,,0,2025-23
CR-14424,Email client not connecting to mail server,Network,Loki,Loki,Avengers,Service B,In Progress,Low,Critical,High,Medium,2025-06-05T17:33:42.000000,2025-06-05T22:33:42.000000,,1,5,Thursday,0,5.0,,,0,2025-23
CR-14425,Corrupt file detected in document management system,Access,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-06-05T11:12:37.000000,2025-06-05T14:12:37.000000,2025-06-06T22:12:37.000000,0,1,Thursday,1,3.0,32.0,35.0,1,2025-23
CR-14426,Single user laptop not connecting to Wi-Fi,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-06-05T23:40:57.000000,2025-06-06T04:40:57.000000,2025-06-07T10:40:57.000000,0,2,Thursday,1,5.0,30.0,35.0,1,2025-23
CR-14427,Multi-factor authentication code not delivered to user,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Critical,High,High,2025-06-05T09:13:56.000000,2025-06-05T12:13:56.000000,2025-06-05T16:13:56.000000,0,5,Thursday,1,3.0,4.0,7.0,0,2025-23
CR-14428,User unable to log in to corporate VPN,Access,John Wick,John Wick,Matrix,Service B,On Hold,Low,Medium,Low,Medium,2025-06-05T12:06:12.000000,,,0,1,Thursday,1,,,,0,2025-23
CR-14429,Email client not connecting to mail server,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-06-05T17:23:09.000000,2025-06-05T19:23:09.000000,2025-06-06T14:23:09.000000,1,1,Thursday,0,2.0,19.0,21.0,0,2025-23
CR-14430,Queue processing stuck in payment application,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-06-05T02:21:24.000000,2025-06-05T09:21:24.000000,2025-06-06T16:21:24.000000,1,1,Thursday,0,7.0,31.0,38.0,1,2025-23
CR-14431,Incorrect permissions on shared folder causing access denied,Facilities,John Cena,John Cena,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-06-05T13:18:21.000000,2025-06-05T15:18:21.000000,2025-06-07T03:18:21.000000,0,1,Thursday,1,2.0,36.0,38.0,1,2025-23
CR-14432,Old password still granting access to system,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-06-06T20:14:31.000000,2025-06-06T22:14:31.000000,2025-06-07T20:14:31.000000,0,1,Friday,1,2.0,22.0,24.0,0,2025-23
CR-14433,User’s mailbox not receiving external emails,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Low,Low,Low,2025-06-06T07:41:10.000000,2025-06-06T12:41:10.000000,2025-06-08T01:41:10.000000,0,0,Friday,1,5.0,37.0,42.0,0,2025-23
CR-14434,Mobile app login failing for all users,Failure,Spiderman,Spiderman,Avengers II,Service B,New,Medium,Critical,High,Medium,2025-06-06T13:50:43.000000,,,0,3,Friday,1,,,,0,2025-23
CR-14435,Intermittent packet loss on WAN link,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,High,2025-06-06T18:06:07.000000,2025-06-07T00:06:07.000000,2025-06-07T11:06:07.000000,1,3,Friday,0,6.0,11.0,17.0,1,2025-23
CR-14436,Batch job failed to complete overnight,Access,Loki,Loki,Avengers,Service A,Closed,High,Critical,Medium,High,2025-06-06T02:37:38.000000,2025-06-06T08:37:38.000000,2025-06-06T09:37:38.000000,0,3,Friday,1,6.0,1.0,7.0,0,2025-23
CR-14437,SSL certificate error when accessing internal site,Complaint,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Low,Low,2025-06-06T08:59:05.000000,2025-06-06T10:59:05.000000,2025-06-07T02:59:05.000000,0,1,Friday,1,2.0,16.0,18.0,0,2025-23
CR-14438,Unexpected logout from critical application during use,Network,Neo,Neo,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-06-06T23:29:42.000000,2025-06-07T01:29:42.000000,2025-06-07T22:29:42.000000,1,1,Friday,0,2.0,21.0,23.0,0,2025-23
CR-14439,Endpoint disk space critically low warning,Network,Loki,Loki,Avengers,Service C,In Progress,High,High,High,High,2025-06-06T11:15:41.000000,2025-06-06T15:15:41.000000,,0,2,Friday,1,4.0,,,0,2025-23
CR-14440,User unable to access HR portal,Network,Iron Man,Iron Man,Avengers,Service A,In Progress,High,High,High,High,2025-06-06T20:47:56.000000,2025-06-07T00:47:56.000000,,1,2,Friday,0,4.0,,,0,2025-23
CR-14441,Incorrect display of currency values in front-end,Access,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-06-06T00:45:32.000000,2025-06-06T06:45:32.000000,2025-06-06T18:45:32.000000,0,5,Friday,1,6.0,12.0,18.0,1,2025-23
CR-14442,User unable to change expired password remotely,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,High,2025-06-06T08:49:28.000000,2025-06-06T16:49:28.000000,2025-06-07T02:49:28.000000,0,2,Friday,1,8.0,10.0,18.0,1,2025-23
CR-14443,User profile not loading correctly after login,Network,Batman,Batman,Matrix,Service C,In Progress,High,Medium,Medium,Medium,2025-06-06T19:20:43.000000,2025-06-06T23:20:43.000000,,0,2,Friday,1,4.0,,,0,2025-23
CR-14444,Printing jobs stuck in queue without error message,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,Medium,High,2025-06-06T15:11:39.000000,2025-06-06T17:11:39.000000,2025-06-07T10:11:39.000000,1,3,Friday,0,2.0,17.0,19.0,1,2025-23
CR-14445,Auto-save not working in productivity application,Software,John Wick,John Wick,Matrix,Service B,In Progress,High,Medium,Medium,Medium,2025-06-06T17:16:27.000000,2025-06-06T21:16:27.000000,,1,2,Friday,0,4.0,,,0,2025-23
CR-14446,Time synchronization issue causing authentication failures,Data,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-06-06T08:56:08.000000,2025-06-06T10:56:08.000000,2025-06-06T14:56:08.000000,0,5,Friday,1,2.0,4.0,6.0,0,2025-23
CR-14447,Error 500 returned by internal web application,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-06-06T23:41:47.000000,2025-06-07T05:41:47.000000,2025-06-07T09:41:47.000000,0,4,Friday,1,6.0,4.0,10.0,0,2025-23
CR-14448,Incorrect display of currency values in front-end,Network,Hulk,Hulk,Avengers,Service B,Closed,Low,Low,Low,Low,2025-06-06T05:13:53.000000,2025-06-06T09:13:53.000000,2025-06-07T22:13:53.000000,1,0,Friday,0,4.0,37.0,41.0,0,2025-23
CR-14449,Application not launching after latest OS update,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-06-06T09:31:26.000000,2025-06-06T17:31:26.000000,2025-06-07T07:31:26.000000,0,1,Friday,1,8.0,14.0,22.0,0,2025-23
CR-14450,Incorrect user mapping in identity provider,Network,Captain America,Captain America,Avengers,Service A,Closed,Low,High,Medium,High,2025-06-06T14:30:12.000000,2025-06-06T17:30:12.000000,2025-06-07T15:30:12.000000,1,3,Friday,0,3.0,22.0,25.0,1,2025-23
CR-14451,Corrupted email attachments received internally,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Critical,High,Medium,2025-06-06T23:18:07.000000,2025-06-07T03:18:07.000000,2025-06-07T04:18:07.000000,0,4,Friday,1,4.0,1.0,5.0,0,2025-23
CR-14452,User account locked after multiple failed login attempts,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Critical,High,Medium,2025-06-06T05:19:21.000000,2025-06-06T10:19:21.000000,2025-06-06T11:19:21.000000,0,5,Friday,1,5.0,1.0,6.0,0,2025-23
CR-14453,User home drive not mapping at login,Hardware,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-06-06T16:57:31.000000,2025-06-06T21:57:31.000000,2025-06-07T12:57:31.000000,0,2,Friday,1,5.0,15.0,20.0,0,2025-23
CR-14454,Auto-save not working in productivity application,Network,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-06-06T07:04:36.000000,2025-06-06T15:04:36.000000,2025-06-07T15:04:36.000000,1,2,Friday,0,8.0,24.0,32.0,0,2025-23
CR-14455,Printer not printing documents from any workstation,Hardware,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-06-06T08:59:58.000000,2025-06-06T14:59:58.000000,2025-06-06T16:59:58.000000,0,5,Friday,1,6.0,2.0,8.0,0,2025-23
CR-14456,User unable to change expired password remotely,Hardware,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-06-06T22:26:39.000000,2025-06-07T00:26:39.000000,2025-06-08T08:26:39.000000,0,2,Friday,1,2.0,32.0,34.0,1,2025-23
CR-14457,Intermittent packet loss on WAN link,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-06-06T00:47:37.000000,2025-06-06T07:47:37.000000,2025-06-07T05:47:37.000000,0,2,Friday,1,7.0,22.0,29.0,0,2025-23
CR-14458,Application crash when user attempts specific function,Data,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Low,2025-06-06T15:38:25.000000,2025-06-06T17:38:25.000000,2025-06-07T13:38:25.000000,0,2,Friday,1,2.0,20.0,22.0,0,2025-23
CR-14459,Incorrect user mapping in identity provider,Data,Iron Man,Iron Man,Avengers,Service A,On Hold,High,Medium,Medium,Medium,2025-06-06T23:35:57.000000,,,0,1,Friday,1,,,,0,2025-23
CR-14460,Multiple users experiencing Outlook crashes,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-06-06T21:59:42.000000,2025-06-07T01:59:42.000000,2025-06-07T09:59:42.000000,0,5,Friday,1,4.0,8.0,12.0,1,2025-23
CR-14461,Error while uploading documents to intranet portal,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,New,Medium,High,High,High,2025-06-06T14:26:51.000000,,,0,2,Friday,1,,,,0,2025-23
CR-14462,Broken link on intranet home page,Software,John Wick,John Wick,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-06-06T13:09:57.000000,2025-06-06T15:09:57.000000,2025-06-07T15:09:57.000000,0,1,Friday,1,2.0,24.0,26.0,0,2025-23
CR-14463,Unauthorized login attempt alert for admin account,Network,Loki,Loki,Avengers,Service C,Closed,Low,High,Medium,High,2025-06-06T23:28:06.000000,2025-06-07T05:28:06.000000,2025-06-07T18:28:06.000000,0,3,Friday,1,6.0,13.0,19.0,1,2025-23
CR-14464,VoIP phone not registering with call manager,Failure,Thor,Thor,Avengers,Service C,Closed,High,Low,Low,Low,2025-06-06T18:52:27.000000,2025-06-07T02:52:27.000000,2025-06-09T10:52:27.000000,0,1,Friday,1,8.0,56.0,64.0,1,2025-23
CR-14465,Application not launching after latest OS update,Data,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-06-06T04:08:08.000000,2025-06-06T09:08:08.000000,2025-06-06T14:08:08.000000,1,4,Friday,0,5.0,5.0,10.0,1,2025-23
CR-14466,External website not reachable from corporate network,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-06-06T17:27:39.000000,2025-06-06T21:27:39.000000,2025-06-07T13:27:39.000000,1,1,Friday,0,4.0,16.0,20.0,0,2025-23
CR-14467,Intermittent packet loss on WAN link,Facilities,Neo,Neo,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-06-06T17:39:07.000000,2025-06-06T20:39:07.000000,2025-06-08T00:39:07.000000,0,2,Friday,1,3.0,28.0,31.0,1,2025-23
CR-14468,Antivirus alert triggered on user workstation,Access,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-06T14:59:54.000000,2025-06-06T18:59:54.000000,2025-06-07T04:59:54.000000,0,3,Friday,1,4.0,10.0,14.0,1,2025-23
CR-14469,High CPU usage on database server impacting performance,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Critical,High,High,2025-06-06T13:52:07.000000,2025-06-06T19:52:07.000000,2025-06-06T22:52:07.000000,0,5,Friday,1,6.0,3.0,9.0,0,2025-23
CR-14470,User profile not loading correctly after login,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-06-06T05:24:13.000000,2025-06-06T11:24:13.000000,2025-06-09T10:24:13.000000,0,0,Friday,1,6.0,71.0,77.0,1,2025-23
CR-14471,Newly created user not syncing to all systems,Network,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,High,2025-06-06T12:53:24.000000,2025-06-06T14:53:24.000000,2025-06-07T00:53:24.000000,0,5,Friday,1,2.0,10.0,12.0,1,2025-23
CR-14472,Endpoint not checking in with management server,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,High,Medium,Medium,2025-06-06T17:16:06.000000,2025-06-07T01:16:06.000000,2025-06-07T08:16:06.000000,0,2,Friday,1,8.0,7.0,15.0,0,2025-23
CR-14473,Corrupted email attachments received internally,Access,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-06T17:21:30.000000,2025-06-07T00:21:30.000000,2025-06-07T06:21:30.000000,0,5,Friday,1,7.0,6.0,13.0,1,2025-23
CR-14474,Newly created user not syncing to all systems,Complaint,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-06-06T19:20:38.000000,2025-06-06T21:20:38.000000,2025-06-07T12:20:38.000000,0,3,Friday,1,2.0,15.0,17.0,1,2025-23
CR-14475,Incorrect user mapping in identity provider,Facilities,John Cena,John Cena,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-06-06T04:19:48.000000,2025-06-06T07:19:48.000000,2025-06-08T13:19:48.000000,0,0,Friday,1,3.0,54.0,57.0,1,2025-23
CR-14476,Network outage in specific office floor,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,Medium,Medium,2025-06-06T05:41:37.000000,2025-06-06T07:41:37.000000,2025-06-07T02:41:37.000000,0,2,Friday,1,2.0,19.0,21.0,1,2025-23
CR-14477,Network latency observed between data center and branch office,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Critical,High,Medium,2025-06-06T01:00:04.000000,2025-06-06T08:00:04.000000,2025-06-06T18:00:04.000000,0,3,Friday,1,7.0,10.0,17.0,1,2025-23
CR-14478,Local profile corrupted on shared workstation,Hardware,Batman,Batman,Matrix,Service A,On Hold,Medium,Medium,Low,Medium,2025-06-06T04:10:54.000000,,,0,2,Friday,1,,,,0,2025-23
CR-14479,Incorrect permissions on shared folder causing access denied,Failure,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,High,2025-06-06T11:24:27.000000,2025-06-06T18:24:27.000000,2025-06-07T15:24:27.000000,1,2,Friday,0,7.0,21.0,28.0,1,2025-23
CR-14480,Frequent password prompts despite valid authentication,Facilities,Loki,Loki,Avengers,Service B,Closed,High,High,High,Medium,2025-06-06T01:44:45.000000,2025-06-06T06:44:45.000000,2025-06-06T23:44:45.000000,0,3,Friday,1,5.0,17.0,22.0,1,2025-23
CR-14481,Multi-factor authentication code not delivered to user,Network,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-06-06T10:39:44.000000,2025-06-06T13:39:44.000000,2025-06-07T10:39:44.000000,0,1,Friday,1,3.0,21.0,24.0,0,2025-23
CR-14482,Delayed message delivery in internal chat system,Data,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-06-06T13:09:27.000000,2025-06-06T18:09:27.000000,2025-06-08T04:09:27.000000,0,2,Friday,1,5.0,34.0,39.0,1,2025-23
CR-14483,Old password still granting access to system,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,Medium,Medium,2025-06-06T13:15:17.000000,2025-06-06T20:15:17.000000,2025-06-07T08:15:17.000000,1,3,Friday,0,7.0,12.0,19.0,1,2025-23
CR-14484,High CPU usage on database server impacting performance,Data,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-06-06T05:33:04.000000,2025-06-06T07:33:04.000000,2025-06-06T14:33:04.000000,0,5,Friday,1,2.0,7.0,9.0,1,2025-23
CR-14485,Printing jobs stuck in queue without error message,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,High,Low,2025-06-06T19:08:07.000000,2025-06-07T03:08:07.000000,2025-06-07T20:08:07.000000,0,3,Friday,1,8.0,17.0,25.0,1,2025-23
CR-14486,New software installation failing on endpoint,Access,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-06-06T01:04:17.000000,2025-06-06T04:04:17.000000,2025-06-06T21:04:17.000000,0,2,Friday,1,3.0,17.0,20.0,1,2025-23
CR-14487,New software installation failing on endpoint,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-06-06T20:11:20.000000,2025-06-07T01:11:20.000000,2025-06-07T13:11:20.000000,1,1,Friday,0,5.0,12.0,17.0,0,2025-23
